twitter;categorizacion;subcategoria
paola_burdiles;f;
paolara71;f;
PaolaVa94126539;f;
PaolaVasquezIV;f;
PaoTapiaP;f;
PaoVidVer;m;
PaoVidVer;m;
PaoVidVer;m;
ParancibiaZ;m;
parrandalbo;m;
ParraTesta;f;
patiperock;m;
Pato_Moran;m;
patobaezag;m;
patobaezag;m;
patobaezag;m;
patobaezag;m;
patobrvo;m;
patodelsur53;m;
patodelsur53;m;
patogarate1;m;
PatoMansillaP;m;
patonawrath;m;
patonawrath;m;
patonawrath;m;
patonawrath;m;
Patrici94165326;f;
Patrici94165326;f;
PatricioAmadorS;m;
PatricioAmadorS;m;
PatricioAmadorS;m;
PatricioAmadorS;m;
PatricioArica91;m;
PatricioArica91;m;
PatricioArica91;m;
PatricioArica91;m;
PatricioArica91;m;
PatricioContad4;m;
PatricioELopezB;m;
PatricioELopezB;m;
Patty_Ely;f;
Patty_Ely;f;
PattyMackenney;f;
PattyMackenney;f;
patvillar;m;
patvillar;m;
PatyEspindola5;f;
PatyEspindola5;f;
PatyEspindola5;f;
PatyEspindola5;f;
PatyEspindola5;f;
Paula35Af;f;
Paula35Af;f;
Paula35Af;f;
Paula35Af;f;
Paula35Af;f;
paulamgonzalezq;f;
paulamgonzalezq;f;
PauliArtista;f;
PauliArtista;f;
PauliArtista;f;
PauliGarciaCile;f;
PauliGarciaCile;f;
PauliGarciaCile;f;
PaulinaMontGon;f;
PauliNeira_C;f;
paulivaldivia_;f;
paulylobos;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulymiddleton1;f;
paulyprado;f;
pbernar15;m;
PBradasic;m;
pbustamanter;m;
pbustamanter;m;
PC_JAL;m;
pcariolaa;m;
PCASTILLOS;m;
pdazan;f;
pdazan;f;
pdazan;f;
pedrodista;m;
pepeauthprensa;m;
PeriodistaMj;f;
PeriodistaMj;f;
pgonzalezcarter;m;
phyrexia;m;
pilypardo;f;
pinela;m;
pinkyflay;m;
pinkyflay;m;
pipepips;m;
Pipopavez;m;
Pipopavez;m;
Piporki27;m;
platorrefu;m;
plcarvajalm;m;
plecoptero;m;
pmurua79;m;
pmurua79;m;
pmurua79;m;
pmurua79;m;
pmurua79;m;
pollobordachar;m;
polylla;f;
pplecaros45;m;
pplecaros45;m;
ppogaz;m;
ppogaz;m;
ppogaz;m;
ppogaz;m;
pradoricardo100;m;
preinosoc;f;
prensamoreira;m;
prensamoreira;m;
Priorellana1;f;
privonne;f;
PROFEMARTITA;f;
profepaulog;m;
profesor_mark;m;
psanmigu;m;
ptorresbruna;f;
ptorresbruna;f;
PublicoAd;f;
puertosantonio;m;
pumajoseph;f;
pumajoseph;f;
pverdugo;m;
pzuletagarcia;f;
r_francois;m;
R_Paredes_S;m;
RA_ContrerasR;m;
RA_ContrerasR;m;
RA_ContrerasR;m;
RA_ContrerasR;m;
RA_ContrerasR;m;
radiazrivera;m;
radioisadorafm;f;
radioisadorafm;f;
radiomoscu;m;
radiopilmaiquen;f;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafacastromeza;m;
rafaelziga;m;
rafaelziga;m;
rafaelziga;m;
RAGittensI;m;
RainieroGF;m;
Raizamedina14;f;
RAMIREZCHILE;m;
RAMIREZCHILE;m;
RAMIREZCHILE;m;
RAMIREZCHILE;m;
RAMIREZCHILE;m;
ramirezdiego70;m;
ramirezdiego70;m;
ramongallec;m;
ramongallec;m;
ramongallec;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
Raul_Fuhrer;m;
RaulGilGon;m;
RaulGilGon;m;
RaulGilGon;m;
RaulGilGon;m;
RaulGilGon;m;
RaulGilGon;m;
RaulVielmaRodr1;m;
RavilesR;m;
rectorcopiapo;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
reinaldo__rr;m;
remofulgeriv1;m;
remofulgeriv1;m;
remofulgeriv1;m;
remofulgeriv1;m;
remofulgeriv1;m;
remofulgeriv1;m;
renancabezas;m;
renancabezas;m;
RenataSantander;f;
renearturoms;m;
renefutbol;m;
renefutbol;m;
ReneHidalgo74;m;
RenzoTrisotti;m;
RenzoTrisotti;m;
rerpels;m;
RicardinhoGauch;m;
RicardoAndres1;m;
RicardoAndres1;m;
RicardoBlaimont;m;
RicardoBlaimont;m;
RicardoBoudon1;m;
RicardoBoudon1;m;
RicardoBoudon1;m;
RicardoBoudon1;m;
RicardoCataln6;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoGiacomo1;m;
RicardoJeria;m;
RichardGallard5;m;
Richardttorres;m;
rirarrazabalarq;m;
Rischar21;m;
RiveraTarque;m;
RiveraTarque;m;
rlagos_g;m;
rlatacama;m;
Rmayorga8;m;
Rmayorga8;m;
Rmayorga8;m;
rnavta;m;
RNE1342SnMiguel;m;
roaquellonfm;m;
Rob_cont;m;
rob_i_c;m;
rob_rolan;m;
roberto_acunag;m;
roberto_acunag;m;
robertocnfuerza;m;
RobertoporChile;m;
robezanillal;m;
robhacin;m;
robhacin;m;
robhacin;m;
robhacin;m;
robinsonDAT2019;m;
Rockdrigo__;m;
Rockeroalbo666;m;
Rockeroalbo666;m;
Roco85560954;m;
Rodrigo_Diaz;m;
Rodrigo_Diaz;m;
Rodrigo_Diaz;m;
Rodrigo_Diaz;m;
rodrigogomezf;m;
rodrigoinfan;m;
RodrigoOrdene12;m;
rodugu;m;
roettinger3;m;
rolagre77;m;
roloastudelli_;m;
Romi51420214;f;
Romi51420214;f;
Romi51420214;f;
ronald_cereceda;m;
RoobertoAlonso;m;
rortegag;m;
RosaaDiazCorro1;f;
RosaaDiazCorro1;f;
RosaaDiazCorro1;f;
RosaaDiazCorro1;f;
RosaaDiazCorro1;f;
RosaaDiazCorro1;f;
RossandonI;m;
rsierrac;m;
rubiblair;m;
rurotab;m;
Ruth_sepulveda;f;
ruthmunozc;f;
ruthmunozc;f;
ruthmunozc;f;
ruthmunozc;f;
Rutita66Ruth;f;
rvillegasordone;m;
RVinaspre;m;
Sa1o1207;f;
Salas_Tete;f;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
SanAntonio_Gob;m;
sandovalplaza;m;
SanPedroMuni;m;
santacruzfm943;f;
santacruzfm943;f;
santacruzfm943;f;
santagattta;f;
scamposcastillo;f;
scamposcastillo;f;
schauer_max;m;
schmied151;m;
SCulturasyArtes;m;
SCulturasyArtes;m;
seanlole;m;
seba_correa_p;m;
sebacortes40;m;
sebaosoriom;m;
sebapena841;m;
sebasti04966498;m;
sebasti04966498;m;
Sebastian_dha;m;
Sebastian_dha;m;
SebastianAbudoj;m;
SebastianAbudoj;m;
SebastianBarra;m;
SebastianBarra;m;
SebastianBarra;m;
SebastianBarra;m;
SebastianBarra;m;
sebastianflt;m;
SebastianOnateA;m;
SebastianShut;m;
SebastianShut;m;
SebastianShut;m;
SebastianShut;m;
SebastianShut;m;
SebastianShut;m;
sebaulloar;m;
seguridad1963;m;
sejoluta;m;
SendaHuara;f;
SendaHuara;f;
SendaHuara;f;
SendaHuara;f;
SeremiGarcia;m;
SeremiGarcia;m;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SeremiSilvia;f;
SergioBecerraXI;m;
sergiodelpozo;m;
sergiom70443450;m;
SergioSrecabar;m;
sherpuli20;f;
sherpuli20;f;
shure_oscar;m;
SilvaJibaja;m;
SilvaJibaja;m;
SilvaJibaja;m;
silviaibacaches;f;
silviaibacaches;f;
silviaibacaches;f;
Skorpen52;m;
sncarlosaldia;m;
sncarlosaldia;m;
SOFIAFELMER;f;
SolArcos1;f;
SolArcos1;f;
SOLE37;f;
SOLE37;f;
Soledanke;f;
soleverdugo;f;
soleverdugo;f;
soleverdugo;f;
soleverdugo;f;
soleverdugo;f;
soleverdugo;f;
SolutionsSCL;m;
SolutionsSCL;m;
SolutionsSCL;m;
SolutionsSCL;m;
SotoKo_;m;
spenaf;f;
srta_azulada33;f;
ssofiacabrera;f;
ssofiacabrera;f;
ssofiacabrera;f;
ssofiacabrera;f;
ssofiacabrera;f;
ssofiacabrera;f;
suazo_sara;f;
suazo_sara;f;
SuDuranRobledo;f;
susanaconcha1;f;
Susanacovarru05;f;
SusanPorras;f;
TanaBorsottob;f;
TanaBorsottob;f;
TanaBorsottob;f;
TanaBorsottob;f;
TanaBorsottob;f;
TanaBorsottob;f;
TanaBorsottob;f;
tattyfontxa;f;
TavoNito_87;m;
tdesaint;m;
tello_21;m;
Templanza10;f;
TepanoSergio;m;
TepanoSergio;m;
TereCanasPrecht;f;
TereCanasPrecht;f;
TereCanasPrecht;f;
TereCanasPrecht;f;
teresitareyeso1;f;
teresitareyeso1;f;
TereVallespin;f;
ternan242;m;
tetevallejosc;f;
the_jaiminho;m;
thepanchoperez;m;
thisisesparza;m;
thisisesparza;m;
thisisesparza;m;
tia_loca2010;m;
titinovaz;f;
tito_kuriko;m;
TitoRiv61022890;m;
toledo_pepe;m;
tomacho22;m;
tomacho22;m;
tomapparcel;m;
TOMARLACOLINA;m;
tomasbengolea;m;
Torjsu;m;
TransAlvarezInv;f;
TransAlvarezInv;f;
trigorosa;f;
Truffa_debosque;f;
unilobovsky;m;
valdiviaclaudio;m;
valenzuelagabi;f;
ValeriaPonti;f;
ValeriaPonti;f;
ValeriaPonti;f;
ValeriaPonti;f;
Valezka_Bravo;f;
VallejosZapata;m;
valobarroco;m;
VaneRoGo;f;
vansantander;m;
Verito_Yayi;f;
Veritohj1;f;
veronicapf8;f;
veroruzp;f;
vguajardoc1;f;
vhjs;m;
viancamv;f;
Victor94025038;m;
VictorBlancoC;m;
VictoriaMoyac;f;
VictorMapis_f;m;
VictorMapis_f;m;
victormardonesb;m;
Vicvo;m;
VidaNaif;m;
viejoalbo50;m;
viejoalbo50;m;
viejoalbo50;m;
viejoalbo50;m;
viejoalbo50;m;
viejoalbo50;m;
vielma_mirta;f;
Viento_rubio;m;
vifredes;f;
VillalonVilla;m;
VillenasMarcela;f;
VillenasMarcela;f;
VillenasMarcela;f;
VillenasMarcela;f;
VillenasMarcela;f;
VillenasMarcela;f;
VillenasMarcela;f;
VinkaPusich;f;
VinkaPusich;f;
vita_puchi;f;
VitaliaGB95;f;
ViviParedesM;f;
vnietor;m;
voigt_fernando;m;
voigt_fernando;m;
VRaymondi;m;
VRaymondi;m;
VRaymondi;m;
VRaymondi;m;
vsanhuezaj;f;
vstagnogray;f;
WAINRAIHGT;m;
WAINRAIHGT;m;
WashitoDaStreet;m;
WashitoDaStreet;m;
WedWedHuaitiao;f;
wlady117;f;
woryanv;m;
woryanv;m;
woryanv;m;
woryanv;m;
woryanv;m;
woryanv;m;
xcancinocepeda;f;
xime_rebolledo;f;
Xime73529359;f;
XimenaLasHeras;f;
ximenanaranjo13;f;
XimenaPino11;f;
XimenaPino11;f;
yakilo_forestal;m;
yalilesifri;f;
yanis_yoplin;f;
YaVieneLaHoraRM;m;
yenimelillanca;f;
yenimelillanca;f;
YesyparkSalas;f;
YeyiChocair;f;
yojitann;m;
yojitann;m;
yoly2944;f;
zabalapablo1;m;
zarate620;m;
zaspiak;m;
ZavalaxD;m;
ZithoGB14;m;
zugunwalfe;m;
ZumaranCaldera;m;
ZunigaSepu;f;
min_interior;instituciones;
minrel_chile;instituciones;
mindefchile;instituciones;
Min_Hacienda;instituciones;
Segpres;instituciones;
segegob;instituciones;
meconomia;instituciones;
dsocial_gob;instituciones;
Mineduc;instituciones;
MinjuDDHH;instituciones;
MintrabChile;instituciones;
mop_chile;instituciones;
ministeriosalud;instituciones;
Minvu;instituciones;
MinagriCL;instituciones;
MinMineria_cl;instituciones;
MTTChile;instituciones;
MinisterioBBNN;instituciones;
MinEnergia;instituciones;
MMAChile;instituciones;
MindepChile;instituciones;
MinMujeryEG;instituciones;
culturas_cl;instituciones;
min_ciencia;instituciones;
MH_Arica;instituciones;
segegobarica;instituciones;
seremieconoxv;instituciones;
MDSArica;instituciones;
seremieducarica;instituciones;
Minjudharica;instituciones;
SeremiTrabajoXV;instituciones;
moparica;instituciones;
SEREMISalud_15;instituciones;
minvuarica ;instituciones;
MinisterioBBNN;instituciones;
MinagriArica;instituciones;
minmineriaarica;instituciones;
MTTArica;instituciones;
EnergiaAyP;instituciones;
seremima15;instituciones;
MMEG_Arica;instituciones;
culturas_cl;instituciones;
MH_Tarapaca;instituciones;
segegobT;instituciones;
MineconTarapaca;instituciones;
MDS_Tarapaca;instituciones;
seremieduc01;instituciones;
MinjudhTarapaca;instituciones;
SeremiTrab_1R;instituciones;
MopTarapaca;instituciones;
SeremiSalud_I;instituciones;
TarapacaBBNN;instituciones;
MinagriTarapaca;instituciones;
MineriaTarapaca;instituciones;
MTTTarapaca;instituciones;
EnergiaTarapaca;instituciones;
tarapacamma;instituciones;
MindepTarapaca;instituciones;
MMEG_Tarapaca;instituciones;
CulturaTarapaca;instituciones;
MH_Antofagasta;instituciones;
Segegobafta;instituciones;
SeremiEcono2;instituciones;
Dsocial_II;instituciones;
seremieducantof;instituciones;
MinjudhAntof;instituciones;
MintrabAntofag;instituciones;
MOPAntofagasta;instituciones;
SeremiSalud2;instituciones;
MinvuAntofa;instituciones;
AntofagastaBBNN;instituciones;
MinagriAntof;instituciones;
Mineria_Atacama;instituciones;
MTTChile;instituciones;
EnergiaAntof;instituciones;
MMAAntofagasta;instituciones;
MindepSegunda;instituciones;
MMEGAntofagasta;instituciones;
Culturas_Afta;instituciones;
MH_Atacama;instituciones;
SegegobAtacama;instituciones;
AtacamaEconomia;instituciones;
MDSAtacama;instituciones;
SeremieducIII;instituciones;
Minjudhatacama;instituciones;
SeremiSalud3;instituciones;
MOP_Atacama;instituciones;
SeremiSalud3;instituciones;
minvuatacama;instituciones;
AtacamaBBNN;instituciones;
MinagriAtacama;instituciones;
INDAPAtacama;instituciones;
MTTAtacama;instituciones;
EnergiaAtacama;instituciones;
Seremi_MMA_III;instituciones;
MindepAtacama;instituciones;
MMEG_Atacama;instituciones;
culturas_cl;instituciones;
MH_Coquimbo;instituciones;
SegegobCoquimbo;instituciones;
SeremiCoquimboE;instituciones;
MDSCoquimbo;instituciones;
Secreduc_IV;instituciones;
Minjudhcoquimbo;instituciones;
mintrabcoquimbo;instituciones;
MOPCoquimbo;instituciones;
SeremiSalud_Coq;instituciones;
minvucoquimbo;instituciones;
CoquimboBBNN;instituciones;
MinagriCoquimbo;instituciones;
SeremiMineria4;instituciones;
MTTCoquimbo;instituciones;
EnergiaCoquimbo;instituciones;
ClaudiaRiveraR2;instituciones;
MindepCoquimbo;instituciones;
MMEG_Coquimbo;instituciones;
culturas_cqbo;instituciones;
MH_Valparaiso;instituciones;
seremigobiernoV;instituciones;
SeremiEconomiaV;instituciones;
MDSValparaiso;instituciones;
SEREMI_EDUC_V;instituciones;
MinjudhValpo;instituciones;
SeremiTrabajo_V;instituciones;
MOPValparaiso;instituciones;
SaludSsrv;instituciones;
minvuvalparaiso;instituciones;
ValparaisoBBNN;instituciones;
MinagriValpo;instituciones;
SeremiMineraVal;instituciones;
MTTValparaiso;instituciones;
EnergiaValpo;instituciones;
SeremiMMAValpo;instituciones;
MindepValpo;instituciones;
MMEG_Valparaiso;instituciones;
MindepValpo;instituciones;
SubseHacienda;instituciones;
segegob;instituciones;
Economia_RM;instituciones;
MDSSantiago;instituciones;
seremieducrm;instituciones;
MinjudhRM;instituciones;
SubsecTrabajo;instituciones;
mop_chile;instituciones;
SeremiSaludRM;instituciones;
MinvuRM;instituciones;
SubsecBBNN;instituciones;
MinagriRM;instituciones;
Mineria_RM;instituciones;
MTTChile;instituciones;
EnergiaRM;instituciones;
medioambienterm;instituciones;
MindepChile;instituciones;
?MMEG_RM;instituciones;
culturas_cl;instituciones;
MH_Ohiggins;instituciones;
SegegobOHi;instituciones;
EconomiaOhiggin;instituciones;
MDSOHiggins;instituciones;
seremieducVI;instituciones;
MinjudhOHiggins;instituciones;
TrabajoOHiggins;instituciones;
MOPOHiggins;instituciones;
seremisaludohi;instituciones;
serviuohiggins;instituciones;
OHigginsBBNN;instituciones;
MinagriOhiggins;instituciones;
seremimineriaVI;instituciones;
MTTOhiggins;instituciones;
EnergiaOhiggins;instituciones;
SeremiMA6;instituciones;
MindepOHiggins;instituciones;
MMEG_OHiggins;instituciones;
MH_Maule;instituciones;
SegegobMaule;instituciones;
EconomiaMaule;instituciones;
MDSMaule;instituciones;
SecreducMaule;instituciones;
MinjudhMaule;instituciones;
MauleSeremi;instituciones;
mop_maule;instituciones;
SeremiSaludM;instituciones;
minvumaule;instituciones;
MauleBBNN;instituciones;
MinagriMaule;instituciones;
MTTMaule;instituciones;
SeremiMA07;instituciones;
?MMEG_Maule;instituciones;
culturas_maule;instituciones;
MH_Nuble;instituciones;
segegobnuble;instituciones;
EconomiaNuble;instituciones;
MDSNuble;instituciones;
seremieducnuble;instituciones;
Minjudhnuble;instituciones;
Minjudhnuble;instituciones;
SeremiSalud16;instituciones;
NubleBBNN;instituciones;
MTTNuble;instituciones;
MmegNuble;instituciones;
TWITTER;instituciones;
MH_BioBio;instituciones;
Segegob_Biobio;instituciones;
seremieconomia8;instituciones;
MDSBioBio;instituciones;
Educbiobio;instituciones;
Minjudhbiobio;instituciones;
TrabajoBiobio;instituciones;
MOPBiobio;instituciones;
seremisalud8;instituciones;
serviubiobio;instituciones;
BiobioBBNN;instituciones;
MOPBiobio;instituciones;
secmineria8va;instituciones;
MTTBiobio;instituciones;
EnergiaBiobio;instituciones;
mmabiobio;instituciones;
MindepBiobio;instituciones;
MMEG_Biobio;instituciones;
Culturas_Biobio;instituciones;
MH_LaAraucania;instituciones;
SeGeGobAraucana;instituciones;
SeremiEconomia9;instituciones;
MDSAraucania;instituciones;
EducAraucania;instituciones;
MinjudhAraucan;instituciones;
MauleSeremi;instituciones;
MOPAraucania;instituciones;
SeremiSalud_IX;instituciones;
minvuaraucania;instituciones;
AraucaniaBBNN;instituciones;
MinagriAraucan;instituciones;
secmineria8va;instituciones;
MTTLaAraucania;instituciones;
EnergiAraucania;instituciones;
seremiambiente9;instituciones;
MindepNovena;instituciones;
MMEG_Araucania;instituciones;
Culturas_arauc;instituciones;
MH_LosRios;instituciones;
segegoblosrios;instituciones;
Economia_R_XIV;instituciones;
MDSLosRios;instituciones;
seremieducrios;instituciones;
MinjudhLosRios;instituciones;
SeremiTrab_Vald;instituciones;
MOPdeLosRios;instituciones;
seremisalud14;instituciones;
Minvulosrios;instituciones;
LosLagosBBNN;instituciones;
MinagriLosRios;instituciones;
MinmineriaLRios;instituciones;
MTTLosRios;instituciones;
EnergiaLosRios;instituciones;
MedioAmbiente14;instituciones;
MindepLosRios;instituciones;
MMEG_LosRios;instituciones;
culturaslosrios;instituciones;
MH_Loslagos;instituciones;
segegobloslagos;instituciones;
SeremieconomiaX;instituciones;
MDSLosLagos;instituciones;
seremieducLlgos;instituciones;
MinjudhLosLagos;instituciones;
MintrabLosLagos;instituciones;
moploslagos;instituciones;
seremisalud10;instituciones;
minvu_loslagos;instituciones;
LosLagosBBNN;instituciones;
MinagriLosLagos;instituciones;
MTTLosLagos;instituciones;
EnergiaLLagos;instituciones;
MmaLagos;instituciones;
MindepLosLagos;instituciones;
?MMEG_LosLagos;instituciones;
CulturaLosLagos;instituciones;
MH_Aysen;instituciones;
SegegobAysen;instituciones;
meconomiaaysen;instituciones;
MDSAysen;instituciones;
mineducaysen;instituciones;
MinjuddhhAysen;instituciones;
MintrabAysen;instituciones;
MOPAysen;instituciones;
SeremiSalud_XI;instituciones;
Minvuaysen;instituciones;
AysenBBNN;instituciones;
MinagriAysen;instituciones;
Sermineriaysen;instituciones;
MTTAysen;instituciones;
EnergiaAysen;instituciones;
SeremiMMA11;instituciones;
MindepAysen;instituciones;
?MMEG_Aysen;instituciones;
culturas_aysen;instituciones;
MH_Magallanes1;instituciones;
segegobXII;instituciones;
seremieconxii;instituciones;
MDSMagallanes;instituciones;
seremieduc_XII;instituciones;
MinjudhMagallan;instituciones;
MintrabMagallan;instituciones;
MopMagallanes12;instituciones;
SeremiSalud_XII;instituciones;
minvumagallanes;instituciones;
MagallanesBBNN;instituciones;
MinagriMagallan;instituciones;
sermineriamag;instituciones;
MTTMagallanes;instituciones;
EnergiaMag;instituciones;
SeremiMA12;instituciones;
MindepDoce;instituciones;
MMEG_Magallanes;instituciones;
culturasmag;instituciones;
IntendenciaXV;instituciones;
Gore_Tarapaca;instituciones;
GOREAntofagasta;instituciones;
Int_Atacama;instituciones;
gorecoquimbo;instituciones;
IntendenciaV;instituciones;
IntendenciaRM;instituciones;
IntendenciaLBO;instituciones;
IntendenciaVII;instituciones;
Int_Nuble;instituciones;
gorebiobio;instituciones;
iaraucania;instituciones;
IntLosRios;instituciones;
Int_LosLagos;instituciones;
intendenciaysen;instituciones;
IntendenciaM;instituciones;
gobarica;instituciones;
GobParinacota;instituciones;
gob_iquique;instituciones;
Tamarugalgob;instituciones;
GobAntofagasta;instituciones;
loa_gober;instituciones;
gobertocopilla;instituciones;
Gob_Copiapo;instituciones;
GoberHuasco;instituciones;
GChanaral;instituciones;
GoberElqui;instituciones;
limarigob;instituciones;
GobChoapa;instituciones;
GobernacionValp;instituciones;
gober_quillota;instituciones;
SanAntonio_Gob;instituciones;
GobSanFelipe;instituciones;
GobLosAndes;instituciones;
govpetorca;instituciones;
Gobisladepascua;instituciones;
gob_margamarga;instituciones;
Gobernaciomaipo;instituciones;
GobCordillera;instituciones;
GoberTalagante;instituciones;
GMelipilla;instituciones;
DelegacionStgo;instituciones;
Goberchacabu;instituciones;
Gob_Cachapoal;instituciones;
Gob_Colchagua;instituciones;
Gob_ccaro;instituciones;
gobTalca;instituciones;
GobernacionCco;instituciones;
gobernacioncau1;instituciones;
goberdelinares;instituciones;
Gob_Itata;instituciones;
Gob_Punilla;instituciones;
Gob_Diguillin;instituciones;
GoberdeConce;instituciones;
GobernaBiobio;instituciones;
GoberArauco;instituciones;
gobercautin;instituciones;
GobMalleco;instituciones;
GobValdivia;instituciones;
GoberRanco;instituciones;
GPLLanquihue;instituciones;
gobosorno;instituciones;
GobChiloe;instituciones;
gobpalena;instituciones;
GobProvCoyh;instituciones;
AysenGob;instituciones;
gcarreraGober;instituciones;
GobeCapitanPrat;instituciones;
gobmagallanes;instituciones;
GobUEsperanza;instituciones;
GobiernoTDF;instituciones;
Gob_Antartica;instituciones;
Muni_Stgo;instituciones;municipios
MuniCerrillos;instituciones;municipios
CerroNaviaCL;instituciones;municipios
MuniConchali;instituciones;municipios
munielbosque;instituciones;municipios
muniecentral;instituciones;municipios
mun_huechuraba;instituciones;municipios
Muni_Indep;instituciones;municipios
muni_LaCisterna;instituciones;municipios
MuniLaFlorida;instituciones;municipios
Muni_LaGranja;instituciones;municipios
MuniLaPintana;instituciones;municipios
MuniLaReina;instituciones;municipios
Muni_LasCondes;instituciones;municipios
lo_barnechea;instituciones;municipios
muniloespejo;instituciones;municipios
MuniLoPrado;instituciones;municipios
MuniMacul;instituciones;municipios
MaipuRenace;instituciones;municipios
MuniNunoa;instituciones;municipios
MunicipioPAC;instituciones;municipios
penalolen;instituciones;municipios
Muni_provi;instituciones;municipios
IMPudahuel;instituciones;municipios
muniquilicura;instituciones;municipios
munquintanormal;instituciones;municipios
Muni_Recoleta;instituciones;municipios
Muni_Renca;instituciones;municipios
munisanjoaquin;instituciones;municipios
Muni_San_Miguel;instituciones;municipios
Muni_SanRamon;instituciones;municipios
MuniVitacura;instituciones;municipios
mpuentealto;instituciones;municipios
Mpirque;instituciones;municipios
MuniSJdeMaipo;instituciones;municipios
MuniColina;instituciones;municipios
LampaCL;instituciones;municipios
Prensa_TilTil;instituciones;municipios
SanBernardocl;instituciones;municipios
municipio_buin;instituciones;municipios
Calera_deTango;instituciones;municipios
painepurochile;instituciones;municipios
munimelipilla;instituciones;municipios
muni_alhue;instituciones;municipios
MCuracavi;instituciones;municipios
MuniTalagante;instituciones;municipios
MuniElMonte;instituciones;municipios
MuniIsladeMaipo;instituciones;municipios
partidoamplitud;partido político;
evopoli;partido político;
PartidoMas_;partido político;
PCdeChile;partido político;
PDC_Chile;partido político;
ecologistachile;partido político;
Liberales_Chile;partido político;
PPD_Chile;partido político;
LosPROgresistas;partido político;
PRadicalcl;partido político;
pridemocrata;partido político;
PSChile;partido político;
RNchile;partido político;
udipopular;partido político;
AMPLITUD;partido político;
EVOLUCIÓN POLÍTICA;partido político;
MÁS REGION;partido político;
PARTIDO COMUNISTA DE CHILE;partido político;
PARTIDO DEMOCRATA CRISTIANO;partido político;
PARTIDO ECOLOGISTA VERDE;partido político;
PARTIDO LIBERAL DE CHILE;partido político;
PARTIDO POR LA DEMOCRACIA;partido político;
PARTIDO PROGRESISTA;partido político;
PARTIDO RADICAL SOCIALDEMOCRATA;partido político;
PARTIDO REGIONALISTA INDEPENDIENTE;partido político;
PARTIDO SOCIALISTA DE CHILE;partido político;
RENOVACION NACIONAL;partido político;
UNION DEMOCRATA INDEPENDIENTE;partido político;
gblumel;m;
TeodoroRiberaN;m;
albertoespina;m;
ignaciobriones_;m;
FelipeWard;m;
KarlaEnAccion;f;
LucasPalaciosC;m;
sebastiansichel;m;
mcubillossigall;f;
HernanLarrainF;m;
mjose_zaldivar;f;
amorenocharme;m;
jmanalich;m;
cmonckeberg;m;
antoniowalkerp;m;
bprokurica;m;
GloriaHutt;f;
jisamit;m;
JCJobet;m;
CarolaSchmidtZ;f;
ceciperez1;f;
isabelpla;f;
Consuelovaldesc;f;
acouvecorrea;m;
Gonzalo;m;
Teodoro;m;
Alberto;m;
Ignacio;m;
Felipe;m;
Karla;f;
Lucas;m;
Sebastián;m;
Marcela;f;
Hernán;m;
María José;f;
Alfredo;m;
Jaime;m;
Cristián;m;
Antonio;m;
Baldo;m;
Gloria;f;
Julio;m;
Juan Carlos;m;
Carolina ;f;
Cecilia ;f;
Isabel;f;
Consuelo;f;
Andrés;m;
PabloArancibiaM;m;
clacham;m;
solelingua;f;
sergiotic;m;
AlbertoCardemi2;m;
maletraub;f;
patrick_dungan;m;
ZAMBRANO____;m;
Lilandyg;m;
Pablo;m;
Claudio;m;
Pablo;m;
María;f;
Sergio;m;
Alejandro;m;
Alberto;m;
Magdalena;f;
Cristián;m;
Patrick ;m;
Edisón;m;
César;m;
Fernando;m;
Lil;m;
victormardonesb;m;
anamariatiemann;f;
lesliebrionesro;f;
fsalazar_huerta;m;
MPlazaVAtacama;f;
ignaciopinto;m;
renancabezas;m;
franparodi;f;
PiaBersezio;f;
IngridSchettino;f;
tattyfontxa;f;
